source_id,jurisdiction,regulator,document_type,document_title,instrument_id,url,url_verified,verification_method,file_format,date_published,commencement_date,currency_version_date,legislative_currency,hazard_category,industry_relevance,priority_tier,pre_harmonisation,license_notes,ingestable,ingest_caveat,download_attempted,notes
QLD-REG-003,QLD,Workplace Health and Safety Queensland,regulation,Coal Mining Safety and Health Regulation 2017 (Qld),sl-2017-0165,https://www.legislation.qld.gov.au/view/html/inforce/current/sl-2017-0165,true,direct_fetch,HTML,,,,CURRENT,GENERAL,MINING,1,false,CC-BY-4.0 (VERIFY),true,,,"Operative coal-mining regs (SHMS, principal hazards, ventilation, dust). RSHQ. Added per 2026-06-30 gap review."
QLD-REG-004,QLD,Workplace Health and Safety Queensland,regulation,Mining and Quarrying Safety and Health Regulation 2017 (Qld),sl-2017-0166,https://www.legislation.qld.gov.au/view/html/inforce/current/sl-2017-0166,true,direct_fetch,HTML,,,,CURRENT,GENERAL,MINING,1,false,CC-BY-4.0 (VERIFY),true,,,Operative duties for quarries/metalliferous mines. RSHQ. Added per 2026-06-30 gap review.
QLD-REG-005,QLD,Workplace Health and Safety Queensland,regulation,Work Health and Safety (Codes of Practice) Notice 2022 (Qld),sl-2022-0096,https://www.legislation.qld.gov.au/view/whole/html/inforce/current/sl-2022-0096,true,direct_fetch,HTML,,,,CURRENT,GENERAL,ALL,1,false,CC-BY-4.0 (VERIFY),true,,,Statutory instrument approving QLD codes under s275 — authoritative source for approved-code titles/status. Added per 2026-06-30 gap review.
QLD-REG-006,QLD,Workplace Health and Safety Queensland,regulation,Safety in Recreational Water Activities Regulation 2024 (Qld),sl-2024-0100,https://www.legislation.qld.gov.au/view/pdf/2024-09-27/sl-2024-0100,true,direct_fetch,PDF,,,,CURRENT,GENERAL,ALL,2,false,CC-BY-4.0 (VERIFY),true,,,Operative reg; the 2011 version is repealed.
QLD-REG-007,QLD,Workplace Health and Safety Queensland,regulation,Electrical Safety (Codes of Practice) Notice 2024 (Qld),sl-2024-0156,https://www.legislation.qld.gov.au/view/html/inforce/current/sl-2024-0156,true,direct_fetch,HTML,,,,CURRENT,ELECTRICAL,ALL,2,false,CC-BY-4.0 (VERIFY),true,,,Approves the 5 QLD electrical codes; confirms post-Sep-2024 titles.
QLD-COP-001,QLD,Workplace Health and Safety Queensland,code_of_practice,Abrasive blasting code of practice 2021,,https://www.worksafe.qld.gov.au/__data/assets/pdf_file/0024/72627/abrasive-blasting-cop-2021.pdf,false,search_snippet,PDF,2021,,2026-01-13,CURRENT,CHEMICAL,"MANUFACTURING,CONSTRUCTION",1,false,CC-BY-NC-3.0-AU,true,CC BY-NC 3.0 AU: non-commercial use with attribution only; confirm per-document licence before redistribution.,,QLD-specific code. Title confirmed verbatim on Business Qld codes index (HTTP 200) and corroborated by WHS (Codes of Practice) Notice 2022 compilation current 13 Jan 2026. worksafe.qld.gov.au 403s; substituted fetchable Business Qld index URL for the unfetchable worksafe index URL.
QLD-COP-002,QLD,Workplace Health and Safety Queensland,code_of_practice,Amusement devices code of practice 2023,,https://www.worksafe.qld.gov.au/laws-and-compliance/codes-of-practice/amusement-devices-code-of-practice-2023,false,search_snippet,PDF,2023,,2026-01-13,CURRENT,PLANT_EQUIPMENT,ALL,1,false,CC-BY-4.0 (VERIFY),true,,,QLD-specific code. Title confirmed verbatim on Business Qld codes index (HTTP 200). Commenced 1 Feb 2024 per search snippet.
QLD-COP-003,QLD,Workplace Health and Safety Queensland,code_of_practice,Cane rail safety – a supplement to the Sugar mill safety code of practice 2024,,https://www.worksafe.qld.gov.au/__data/assets/pdf_file/0019/130906/cane-rail-safety-supplement-sugar-mill-safety-code-of-practice-2024.pdf,false,search_snippet,PDF,2024,,2026-01-13,CURRENT,PLANT_EQUIPMENT,"TRANSPORT,MANUFACTURING",1,false,CC-BY-4.0 (VERIFY),true,,,"QLD-specific supplement to the Sugar mill safety code (cane rail). Index lists it as 'Cane rail safety – supplement to the Sugar mill safety code of practice 2024'; enumerator's 'a supplement' wording is minor but retained as descriptive. Confirmed on Business Qld codes index (HTTP 200).  [gap-review] This is a supplement to the Sugar Mill Safety Code of Practice 2024 (QLD-COP-044), not a standalone approved code."
QLD-COP-004,QLD,Workplace Health and Safety Queensland,code_of_practice,Cash in transit code of practice 2011,,https://www.worksafe.qld.gov.au/__data/assets/pdf_file/0020/18227/cash-in-transit-cop-2011.pdf,false,search_snippet,PDF,2011,,2026-01-13,CURRENT,OVA,TRANSPORT,1,false,CC-BY-4.0 (VERIFY),true,,,QLD-specific code (occupational violence — cash in transit). Title confirmed verbatim on Business Qld codes index (HTTP 200); still listed as approved per Notice 2022 compilation current 13 Jan 2026 despite 2011 vintage.
QLD-COP-005,QLD,Workplace Health and Safety Queensland,code_of_practice,Children and young workers code of practice 2006,,https://www.worksafe.qld.gov.au/__data/assets/pdf_file/0016/20068/children-young-workers-cop-2006.pdf,false,search_snippet,PDF,2006,,2026-01-13,CURRENT,GENERAL,ALL,1,false,CC-BY-4.0 (VERIFY),true,,,QLD-specific code. Title confirmed verbatim on Business Qld codes index (HTTP 200); still approved per Notice 2022 compilation current 13 Jan 2026 despite 2006 vintage.
QLD-COP-006,QLD,Workplace Health and Safety Queensland,code_of_practice,Concrete pumping code of practice 2019,,https://www.worksafe.qld.gov.au/__data/assets/pdf_file/0019/18127/concrete-pumping-cop-2019.pdf,false,search_snippet,PDF,2019,,2026-01-13,CURRENT,PLANT_EQUIPMENT,CONSTRUCTION,1,false,CC-BY-4.0 (VERIFY),true,,,QLD-specific code. Title confirmed verbatim on Business Qld codes index (HTTP 200).
QLD-COP-007,QLD,Workplace Health and Safety Queensland,code_of_practice,Confined spaces code of practice 2021,,https://www.worksafe.qld.gov.au/__data/assets/pdf_file/0025/72628/confined-spaces-cop-2021.pdf,false,search_snippet,PDF,2021,,2026-01-13,CURRENT,CONFINED_SPACES,ALL,1,false,CC-BY-4.0 (VERIFY),true,,,Adopted national model code. Title confirmed verbatim on Business Qld codes index (HTTP 200).
QLD-COP-008,QLD,Workplace Health and Safety Queensland,code_of_practice,Construction and operation of solar farms code of practice 2024,,https://www.worksafe.qld.gov.au/__data/assets/pdf_file/0016/23506/construction-and-operation-of-solar-farms-cop.pdf,false,search_snippet,PDF,2024,,2026-01-13,CURRENT,ELECTRICAL,CONSTRUCTION,1,false,CC-BY-4.0 (VERIFY),true,,,QLD-specific code (solar farm construction). Title confirmed verbatim on Business Qld codes index (HTTP 200). Mixed construction hazards -> GENERAL.  [gap-review] Approved as an electrical code (Electrical Safety (Codes of Practice) Notice); retagged ELECTRICAL.
QLD-COP-009,QLD,Workplace Health and Safety Queensland,code_of_practice,Demolition work code of practice 2021,,https://www.worksafe.qld.gov.au/__data/assets/pdf_file/0026/72629/demolition-work-cop-2021.pdf,false,search_snippet,PDF,2021,,2026-01-13,CURRENT,FALLS,CONSTRUCTION,1,false,CC-BY-4.0 (VERIFY),true,,,Adopted national model code. UPGRADED: direct PDF URL surfaced and confirmed via search snippet (worksafe.qld.gov.au/__data/assets/pdf_file/0026/72629/demolition-work-cop-2021.pdf); replaces generic index URL. Title also on Business Qld index.
QLD-COP-010,QLD,Workplace Health and Safety Queensland,code_of_practice,Electrical Safety Code of Practice 2020 – Electrical equipment rural industry,,https://www.worksafe.qld.gov.au/__data/assets/pdf_file/0018/20952/es-code-of-practice-rural-industry.pdf,false,search_snippet,PDF,2020,,2026-01-13,CURRENT,ELECTRICAL,ALL,1,false,CC-BY-4.0 (VERIFY),true,,,QLD electrical safety code under Electrical Safety Act 2002 (Electrical Safety Office within OIR). Direct PDF URL re-confirmed via search snippet; title also confirmed verbatim on Business Qld electrical codes page (HTTP 200).
QLD-COP-011,QLD,Workplace Health and Safety Queensland,code_of_practice,Electrical Safety Code of Practice 2020 – Working near overhead and underground electric lines,,https://www.business.qld.gov.au/running-business/whs/electrical-safety/electrical-safety-laws/codes,true,direct_fetch,PDF,2020,,2026-01-13,CURRENT,ELECTRICAL,"CONSTRUCTION,ALL",1,false,CC-BY-4.0 (VERIFY),true,,,QLD electrical safety code under Electrical Safety Act 2002. Title confirmed verbatim on Business Qld electrical codes page (direct fetch HTTP 200). Individual PDF URL not resolved; fetchable index URL retained.
QLD-COP-012,QLD,Workplace Health and Safety Queensland,code_of_practice,Electrical Safety Code of Practice 2020 – Works,,https://www.worksafe.qld.gov.au/__data/assets/pdf_file/0019/18343/es-code-of-practice-works.pdf,false,search_snippet,PDF,2020,,2026-01-13,CURRENT,ELECTRICAL,ALL,1,false,CC-BY-4.0 (VERIFY),true,,,QLD electrical safety code under Electrical Safety Act 2002 (works near electrical lines/networks). Direct PDF URL via search snippet; title confirmed verbatim on Business Qld electrical codes page (HTTP 200). Index labels it 'Electrical safety works code of practice'.
QLD-COP-013,QLD,Workplace Health and Safety Queensland,code_of_practice,Electrical Safety Code of Practice 2021 – Managing electrical risks in the workplace,,https://www.worksafe.qld.gov.au/__data/assets/pdf_file/0025/72637/managing-electrical-risks-in-the-workplace-cop-2021.pdf,false,search_snippet,PDF,2021,,2026-01-13,CURRENT,ELECTRICAL,ALL,1,false,CC-BY-4.0 (VERIFY),true,,,QLD electrical safety code under Electrical Safety Act 2002. Direct PDF URL via search snippet; title confirmed verbatim on Business Qld electrical codes page (HTTP 200).
QLD-COP-014,QLD,Workplace Health and Safety Queensland,code_of_practice,Excavation work code of practice 2021,,https://www.worksafe.qld.gov.au/__data/assets/pdf_file/0018/72630/excavation-work-cop-2021.pdf,false,search_snippet,PDF,2021,,2026-01-13,CURRENT,GENERAL,CONSTRUCTION,1,false,CC-BY-4.0 (VERIFY),true,,,Adopted national model code. Direct PDF URL re-confirmed via search snippet (worksafe.qld.gov.au 403s to fetch). Title on Business Qld index. Excavation/ground collapse -> GENERAL.
QLD-COP-015,QLD,Workplace Health and Safety Queensland,code_of_practice,First aid in the workplace code of practice 2021,,https://www.worksafe.qld.gov.au/__data/assets/pdf_file/0019/72631/first-aid-in-the-workplace-cop-2021.pdf,false,search_snippet,PDF,2021,,2026-01-13,CURRENT,GENERAL,ALL,1,false,CC-BY-4.0 (VERIFY),true,,,Adopted national model code. Direct PDF URL surfaced via search snippet. Title on Business Qld index.
QLD-COP-016,QLD,Workplace Health and Safety Queensland,code_of_practice,Forest harvesting code of practice 2007,,https://www.worksafe.qld.gov.au/__data/assets/pdf_file/0014/18113/forest-harvesting-cop-2007.pdf,false,search_snippet,PDF,2007,,2026-01-13,CURRENT,PLANT_EQUIPMENT,MANUFACTURING,1,false,CC-BY-4.0 (VERIFY),true,,,QLD-specific code (forestry). Title confirmed verbatim on Business Qld codes index (HTTP 200); still approved despite 2007 vintage.
QLD-COP-017,QLD,Workplace Health and Safety Queensland,code_of_practice,Formwork code of practice 2016,,https://www.worksafe.qld.gov.au/__data/assets/pdf_file/0019/15823/formwork-cop-2016.pdf,false,search_snippet,PDF,2016,,2026-01-13,CURRENT,FALLS,CONSTRUCTION,1,false,CC-BY-4.0 (VERIFY),true,,,QLD-specific code (formwork — collapse/falls). Title confirmed verbatim on Business Qld codes index (HTTP 200).
QLD-COP-018,QLD,Workplace Health and Safety Queensland,code_of_practice,Foundry Industry Code of Practice 2004,,https://www.worksafe.qld.gov.au/__data/assets/pdf_file/0020/15914/foundry-cop-2004.pdf,false,search_snippet,PDF,2004,,2026-01-13,CURRENT,PLANT_EQUIPMENT,MANUFACTURING,1,false,CC-BY-4.0 (VERIFY),true,,,QLD-specific code (foundries). Title confirmed verbatim on Business Qld codes index (HTTP 200); still approved despite 2004 vintage.
QLD-COP-019,QLD,Workplace Health and Safety Queensland,code_of_practice,Hazardous manual tasks code of practice 2021,,https://www.worksafe.qld.gov.au/__data/assets/pdf_file/0020/72632/hazardous-manual-tasks-cop-2021.pdf,false,search_snippet,PDF,2021,,2026-01-13,CURRENT,MANUAL_HANDLING,ALL,1,false,CC-BY-4.0 (VERIFY),true,,,Adopted national model code. Title confirmed verbatim on Business Qld codes index (HTTP 200).
QLD-COP-020,QLD,Workplace Health and Safety Queensland,code_of_practice,"Industry Code of Practice for Horse Riding Schools, Trail Riding Establishments and Horse Hiring Establishments 2002",,https://www.worksafe.qld.gov.au/__data/assets/pdf_file/0023/17096/horse-riding-cop-2002.pdf,false,search_snippet,PDF,2002,,2026-01-13,CURRENT,GENERAL,ALL,1,false,CC-BY-4.0 (VERIFY),true,,,QLD-specific code. Title confirmed verbatim on Business Qld codes index (HTTP 200); still approved despite 2002 vintage.
QLD-COP-021,QLD,Workplace Health and Safety Queensland,code_of_practice,How to manage and control asbestos in the workplace code of practice 2021,,https://www.worksafe.qld.gov.au/__data/assets/pdf_file/0021/72633/how-to-manage-control-asbestos-in-the-workplace-cop-2021.pdf,false,search_snippet,PDF,2021,,2026-01-13,CURRENT,CHEMICAL,"CONSTRUCTION,ALL",1,false,CC-BY-4.0 (VERIFY),true,,,Adopted national model code (asbestos -> CHEMICAL). Title confirmed verbatim on Business Qld codes index (HTTP 200).
QLD-COP-022,QLD,Workplace Health and Safety Queensland,code_of_practice,How to manage work health and safety risks code of practice 2021,,https://www.worksafe.qld.gov.au/__data/assets/pdf_file/0022/72634/how-to-manage-work-health-and-safety-risks-cop-2021.pdf,false,search_snippet,PDF,2021,,2026-01-13,CURRENT,GENERAL,ALL,1,false,CC-BY-4.0 (VERIFY),true,,,Adopted national model code (foundational risk-management code). Title confirmed verbatim on Business Qld codes index (HTTP 200).
QLD-COP-023,QLD,Workplace Health and Safety Queensland,code_of_practice,How to safely remove asbestos code of practice 2021,,https://www.worksafe.qld.gov.au/__data/assets/pdf_file/0023/72635/how-to-safely-remove-asbestos-cop-2021.pdf,false,search_snippet,PDF,2021,,2026-01-13,CURRENT,CHEMICAL,"CONSTRUCTION,ALL",1,false,CC-BY-4.0 (VERIFY),true,,,Adopted national model code (asbestos removal -> CHEMICAL). Title confirmed verbatim on Business Qld codes index (HTTP 200).
QLD-COP-024,QLD,Workplace Health and Safety Queensland,code_of_practice,Labelling of workplace hazardous chemicals code of practice 2021,,https://www.worksafe.qld.gov.au/__data/assets/pdf_file/0024/72636/labelling-workplace-hazardous-chemicals-cop-2021.pdf,false,search_snippet,PDF,2021,,2026-01-13,CURRENT,CHEMICAL,ALL,1,false,CC-BY-4.0 (VERIFY),true,,,Adopted national model code. Title confirmed verbatim on Business Qld codes index (HTTP 200).
QLD-COP-025,QLD,Workplace Health and Safety Queensland,code_of_practice,Managing noise and preventing hearing loss at work code of practice 2021,,https://www.worksafe.qld.gov.au/__data/assets/pdf_file/0026/72638/managing-noise-hearing-loss-at-work-cop-2021.pdf,false,search_snippet,PDF,2021,,2026-01-13,CURRENT,NOISE,ALL,1,false,CC-BY-4.0 (VERIFY),true,,,Adopted national model code (noise/hearing -> GENERAL). Title confirmed verbatim on Business Qld codes index (HTTP 200).  [gap-review] Retagged NOISE (new hazard_category) to remove the split.
QLD-COP-026,QLD,Workplace Health and Safety Queensland,code_of_practice,Managing respirable crystalline silica dust exposure in construction and manufacturing of construction elements code of practice 2022,,https://www.worksafe.qld.gov.au/laws-and-compliance/codes-of-practice/managing-respirable-crystalline-silica-dust-exposure-in-construction-and-manufacturing-of-construction-elements-code-of-practice-2022,false,search_snippet,PDF,2022,,2026-01-13,CURRENT,CHEMICAL,"CONSTRUCTION,MANUFACTURING",1,false,CC-BY-4.0 (VERIFY),true,,,QLD-specific RCS/silica code (silica -> CHEMICAL). Title confirmed verbatim on Business Qld codes index (HTTP 200).
QLD-COP-027,QLD,Workplace Health and Safety Queensland,code_of_practice,Managing respirable dust hazards in coal-fired power stations code of practice 2023,,https://www.worksafe.qld.gov.au/laws-and-compliance/codes-of-practice/managing-respirable-dust-hazards-in-coal-fired-power-stations-code-of-practice-2023,false,search_snippet,PDF,2023,,2026-01-13,CURRENT,CHEMICAL,MANUFACTURING,1,false,CC-BY-4.0 (VERIFY),true,,,"QLD-specific code (respirable dust, coal-fired power stations -> CHEMICAL). Title confirmed verbatim on Business Qld codes index (HTTP 200)."
QLD-COP-028,QLD,Workplace Health and Safety Queensland,code_of_practice,Managing risks in stevedoring code of practice 2023,,https://www.worksafe.qld.gov.au/__data/assets/pdf_file/0014/23603/managing-risks-in-stevedoring-code-of-practice.pdf,false,search_snippet,PDF,2023,,2026-01-13,CURRENT,PLANT_EQUIPMENT,TRANSPORT,1,false,CC-BY-4.0 (VERIFY),true,,,Adopted national model code (stevedoring). Title confirmed verbatim on Business Qld codes index (HTTP 200).
QLD-COP-029,QLD,Workplace Health and Safety Queensland,code_of_practice,Managing risks of hazardous chemicals in the workplace code of practice 2021,,https://www.worksafe.qld.gov.au/__data/assets/pdf_file/0027/72639/managing-risks-of-hazardous-chemicals-cop-2021.pdf,false,search_snippet,PDF,2021,,2026-01-13,CURRENT,CHEMICAL,ALL,1,false,CC-BY-4.0 (VERIFY),true,,,Adopted national model code. Title confirmed verbatim on Business Qld codes index (HTTP 200).
QLD-COP-030,QLD,Workplace Health and Safety Queensland,code_of_practice,Managing the risk of falls at workplaces code of practice 2021,,https://www.worksafe.qld.gov.au/__data/assets/pdf_file/0019/72640/managing-the-risk-of-falls-at-workplaces-cop-2021.pdf,false,search_snippet,PDF,2021,,2026-01-13,CURRENT,FALLS,"CONSTRUCTION,ALL",1,false,CC-BY-4.0 (VERIFY),true,,,Adopted national model code (falls). Title confirmed verbatim on Business Qld codes index (HTTP 200).
QLD-COP-031,QLD,Workplace Health and Safety Queensland,code_of_practice,Managing the risk of psychosocial hazards at work code of practice 2022,,https://www.worksafe.qld.gov.au/laws-and-compliance/codes-of-practice/managing-the-risk-of-psychosocial-hazards-at-work-code-of-practice-2022,false,search_snippet,PDF,2022,,2026-01-13,CURRENT,PSYCHOSOCIAL,ALL,1,false,CC-BY-4.0 (VERIFY),true,,,"QLD psychosocial hazards code (Qld was first jurisdiction to introduce, commenced Apr 2023). Title confirmed verbatim on Business Qld codes index (HTTP 200)."
QLD-COP-032,QLD,Workplace Health and Safety Queensland,code_of_practice,Managing the risks of plant in the workplace code of practice 2021,,https://www.worksafe.qld.gov.au/__data/assets/pdf_file/0020/72641/managing-the-risks-of-plant-in-the-workplace-cop-2021-1.pdf,false,search_snippet,PDF,2021,,2026-01-13,CURRENT,PLANT_EQUIPMENT,ALL,1,false,CC-BY-4.0 (VERIFY),true,,,Adopted national model code (plant). Title confirmed verbatim on Business Qld codes index (HTTP 200).
QLD-COP-033,QLD,Workplace Health and Safety Queensland,code_of_practice,Managing the work environment and facilities code of practice 2021,,https://www.worksafe.qld.gov.au/__data/assets/pdf_file/0021/72642/managing-the-work-environment-facilities-cop-2021.pdf,false,search_snippet,PDF,2021,,2026-01-13,CURRENT,GENERAL,ALL,1,false,CC-BY-4.0 (VERIFY),true,,,Adopted national model code. Direct PDF URL via search snippet. Title on Business Qld index.
QLD-COP-034,QLD,Workplace Health and Safety Queensland,code_of_practice,Manual Tasks Involving the Handling of People Advisory Standard 2001,,https://www.worksafe.qld.gov.au/__data/assets/pdf_file/0015/21525/manual-tasks-people-handling-cop-2001.pdf,false,search_snippet,PDF,2001,,2026-01-13,CURRENT,MANUAL_HANDLING,HEALTH,1,false,CC-BY-4.0 (VERIFY),true,,,QLD-specific code (handling of people — healthcare/aged care). Title confirmed verbatim on Business Qld codes index (HTTP 200); still approved despite 2001 vintage.  [gap-review] Advisory Standard (not an approved code); advisory status noted.
QLD-COP-035,QLD,Workplace Health and Safety Queensland,code_of_practice,Mobile crane code of practice 2024,,https://www.worksafe.qld.gov.au/__data/assets/pdf_file/0018/130950/mobile-crane-code-of-practice-2024.pdf,false,search_snippet,PDF,2024,,2026-01-13,CURRENT,PLANT_EQUIPMENT,CONSTRUCTION,1,false,CC-BY-4.0 (VERIFY),true,,,QLD-specific code (mobile crane). Title confirmed verbatim on Business Qld codes index (HTTP 200).
QLD-COP-036,QLD,Workplace Health and Safety Queensland,code_of_practice,Occupational diving work code of practice 2005,,https://www.worksafe.qld.gov.au/__data/assets/pdf_file/0006/21030/occupational-diving-work-cop-2005.pdf,false,search_snippet,PDF,2005,,2026-01-13,CURRENT,GENERAL,ALL,1,false,CC-BY-4.0 (VERIFY),true,,,QLD-specific code (occupational diving). Title confirmed verbatim on Business Qld codes index (HTTP 200); still approved despite 2005 vintage.
QLD-COP-037,QLD,Workplace Health and Safety Queensland,code_of_practice,Preparation of safety data sheets for hazardous chemicals code of practice 2021,,https://www.worksafe.qld.gov.au/__data/assets/pdf_file/0022/72643/preparation-safety-data-sheets-hazardous-chemicals-cop-2021.pdf,false,search_snippet,PDF,2021,,2026-01-13,CURRENT,CHEMICAL,ALL,1,false,CC-BY-4.0 (VERIFY),true,,,Adopted national model code (SDS). Title confirmed verbatim on Business Qld codes index (HTTP 200).
QLD-COP-038,QLD,Workplace Health and Safety Queensland,code_of_practice,"Recreational diving, recreational technical diving and snorkelling code of practice 2024",,https://www.worksafe.qld.gov.au/__data/assets/pdf_file/0031/129676/recreational-diving-code-of-practice-2024.pdf,false,search_snippet,PDF,2024,,2026-01-13,CURRENT,GENERAL,ALL,1,false,CC-BY-4.0 (VERIFY),true,,,QLD-specific code (recreational diving/snorkelling — tourism). Title confirmed verbatim on Business Qld codes index (HTTP 200).
QLD-COP-039,QLD,Workplace Health and Safety Queensland,code_of_practice,Rural Plant Code of Practice 2024,,https://www.worksafe.qld.gov.au/__data/assets/pdf_file/0019/130447/rural-plant-code-of-practice-2024.pdf,false,search_snippet,PDF,2004,,2024-09-23,CURRENT,PLANT_EQUIPMENT,ALL,1,false,CC-BY-4.0 (VERIFY),true,,,QLD-specific code (rural plant/tractors — agriculture). Title confirmed verbatim on Business Qld codes index (HTTP 200); still approved despite 2004 vintage.  [gap-review] Retitled from the stale 2004 version; commenced 23 Sep 2024.
QLD-COP-040,QLD,Workplace Health and Safety Queensland,code_of_practice,Safe design of structures code of practice 2021,,https://www.worksafe.qld.gov.au/__data/assets/pdf_file/0023/72644/safe-design-of-structures-cop-2021.pdf,false,search_snippet,PDF,2021,,2026-01-13,CURRENT,GENERAL,CONSTRUCTION,1,false,CC-BY-4.0 (VERIFY),true,,,Adopted national model code (safe design -> GENERAL). Title confirmed verbatim on Business Qld codes index (HTTP 200).
QLD-COP-041,QLD,Workplace Health and Safety Queensland,code_of_practice,Scaffolding code of practice 2021,,https://www.worksafe.qld.gov.au/__data/assets/pdf_file/0027/76347/scaffolding-cop-2021.pdf,false,search_snippet,PDF,2021,,2026-01-13,CURRENT,FALLS,CONSTRUCTION,1,false,CC-BY-4.0 (VERIFY),true,,,QLD-specific code (scaffolding -> FALLS). Title confirmed verbatim on Business Qld codes index (HTTP 200).
QLD-COP-042,QLD,Workplace Health and Safety Queensland,code_of_practice,Spray painting and powder coating code of practice 2021,,https://www.worksafe.qld.gov.au/__data/assets/pdf_file/0024/72645/spray-painting-powder-coating-cop-2021.pdf,false,search_snippet,PDF,2021,,2026-01-13,CURRENT,CHEMICAL,MANUFACTURING,1,false,CC-BY-4.0 (VERIFY),true,,,QLD-specific code (spray painting/powder coating -> CHEMICAL). Title confirmed verbatim on Business Qld codes index (HTTP 200).
QLD-COP-043,QLD,Workplace Health and Safety Queensland,code_of_practice,Steel Construction Advisory Standard 2004,,https://www.worksafe.qld.gov.au/__data/assets/pdf_file/0017/19115/steel-construction-cop-2004.pdf,false,search_snippet,PDF,2004,,2026-01-13,CURRENT,GENERAL,CONSTRUCTION,1,false,CC-BY-4.0 (VERIFY),true,,,"QLD-specific code (steel construction -> GENERAL). Title confirmed verbatim on Business Qld codes index (HTTP 200); still approved despite 2004 vintage.  [gap-review] This is an Advisory Standard (not an approved code); kept as document_type=code_of_practice for retrieval, advisory status noted."
QLD-COP-044,QLD,Workplace Health and Safety Queensland,code_of_practice,Sugar mill safety code of practice 2024,,https://www.worksafe.qld.gov.au/__data/assets/pdf_file/0018/130842/sugar-mill-safety-code-of-practice-2024.pdf,false,search_snippet,PDF,2024,,2026-01-13,CURRENT,PLANT_EQUIPMENT,MANUFACTURING,1,false,CC-BY-4.0 (VERIFY),true,,,QLD-specific code (sugar industry/sugar mills). Title confirmed verbatim on Business Qld codes index (HTTP 200).
QLD-COP-045,QLD,Workplace Health and Safety Queensland,code_of_practice,Tilt-up and pre-cast construction code of practice 2003,,https://www.worksafe.qld.gov.au/__data/assets/pdf_file/0015/18060/tilt-up-pre-cast-cop-2003.pdf,false,search_snippet,PDF,2003,,2026-01-13,CURRENT,GENERAL,CONSTRUCTION,1,false,CC-BY-4.0 (VERIFY),true,,,QLD-specific code (tilt-up/pre-cast -> GENERAL). Title confirmed verbatim on Business Qld codes index (HTTP 200); still approved despite 2003 vintage.
QLD-COP-046,QLD,Workplace Health and Safety Queensland,code_of_practice,Tower crane code of practice 2017,,https://www.worksafe.qld.gov.au/__data/assets/pdf_file/0021/20991/tower-crane-code-of-practice-2017.pdf,false,search_snippet,PDF,2017,,2026-01-13,CURRENT,PLANT_EQUIPMENT,CONSTRUCTION,1,false,CC-BY-4.0 (VERIFY),true,,,QLD-specific code (tower crane). Title confirmed verbatim on Business Qld codes index (HTTP 200).
QLD-COP-047,QLD,Workplace Health and Safety Queensland,code_of_practice,Traffic management for construction or maintenance work code of practice 2008,,https://www.worksafe.qld.gov.au/__data/assets/pdf_file/0018/22158/traffic-management-construction-cop-2008.pdf,false,search_snippet,PDF,2008,,2026-01-13,CURRENT,GENERAL,"CONSTRUCTION,TRANSPORT",1,false,CC-BY-4.0 (VERIFY),true,,,QLD-specific code (traffic management -> GENERAL). Title confirmed verbatim on Business Qld codes index (HTTP 200); still approved despite 2008 vintage.
QLD-COP-048,QLD,Workplace Health and Safety Queensland,code_of_practice,Welding processes code of practice 2021,,https://www.worksafe.qld.gov.au/__data/assets/pdf_file/0025/72646/welding-processes-cop-2021.pdf,false,search_snippet,PDF,2021,,2026-01-13,CURRENT,CHEMICAL,MANUFACTURING,1,false,CC-BY-4.0 (VERIFY),true,,,QLD-specific code (welding fumes -> CHEMICAL). Title confirmed verbatim on Business Qld codes index (HTTP 200).
QLD-COP-049,QLD,Workplace Health and Safety Queensland,code_of_practice,"Work health and safety consultation, co-operation and co-ordination code of practice 2021",,https://www.worksafe.qld.gov.au/__data/assets/pdf_file/0026/72647/whs-consultation-cooperation-coordination-cop-2021.pdf,false,search_snippet,PDF,2021,,2026-01-13,CURRENT,GENERAL,ALL,1,false,CC-BY-4.0 (VERIFY),true,,,Adopted national model code (consultation). Title confirmed verbatim on Business Qld codes index (HTTP 200).
QLD-GUI-001,QLD,Workplace Health and Safety Queensland,guidance,Guide to the Work Health and Safety Act 2011 (WorkSafe QLD),,https://www.worksafe.qld.gov.au/__data/assets/pdf_file/0023/22289/guide-to-work-health-and-safety-act-2011.pdf,false,search_snippet,PDF,,,,VERIFY,GENERAL,ALL,2,false,CC-BY-4.0 (VERIFY),true,,,Most-used QLD plain-language reference (flagged under review post-2024 amendments — capture currency at download).
QLD-GUI-002,QLD,Workplace Health and Safety Queensland,guidance,Recognised Standards (RS) and Guidance Notes (QGN) — Resources Safety & Health Queensland,,https://www.business.qld.gov.au/industries/mining-energy-water/resources/safety-health/mining/legislation-standards/recognised-standards,false,regulator_index,HTML,,,,CURRENT,GENERAL,MINING,3,false,CC-BY-4.0 (VERIFY),true,,,Quasi-statutory mining compliance docs (RSHQ); in scope now that the mining regime is catalogued.
QLD-STAT-001,QLD,Workplace Health and Safety Queensland,statistical_report,WorkSafe Queensland — WHS reports and statistics,,https://www.worksafe.qld.gov.au/resources/statistics/reports/reports-and-statistics,false,regulator_index,HTML,,,,VERIFY,GENERAL,ALL,2,false,CC-BY-4.0 (VERIFY),true,,,QLD fatality/serious-claim data (host 403s automated fetch).
